latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
39.753952,-122.92073,2008.0,-28800,America/Los_Angeles,GMT-8

time,temperature_2m_max (°F),temperature_2m_min (°F),temperature_2m_mean (°F),precipitation_hours (h),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),et0_fao_evapotranspiration (inch)
2014-01-01,51.6,33.7,39.1,0.0,2.4,9.6,0.046
2014-01-02,50.5,31.0,37.8,0.0,2.0,10.3,0.044
2014-01-03,50.9,33.4,39.9,0.0,3.5,11.6,0.047
2014-01-04,48.1,27.4,35.9,0.0,6.0,24.6,0.062
2014-01-05,49.5,25.5,34.7,0.0,5.1,21.3,0.059
2014-01-06,42.2,28.1,33.1,4.0,3.0,16.6,0.029
2014-01-07,37.9,28.5,32.3,0.0,3.3,13.0,0.023
2014-01-08,39.6,24.0,30.6,3.0,4.5,20.8,0.028
2014-01-09,40.4,27.3,32.2,3.0,5.3,22.8,0.032
2014-01-10,49.9,27.1,36.0,0.0,3.2,20.4,0.045
2014-01-11,36.1,26.5,31.0,11.0,9.5,31.8,0.019
2014-01-12,41.4,20.5,29.5,0.0,6.5,23.0,0.043
2014-01-13,54.2,26.0,36.7,0.0,4.8,21.5,0.061
2014-01-14,55.8,27.5,38.7,0.0,3.9,18.1,0.067
2014-01-15,58.5,28.7,40.6,0.0,5.0,20.4,0.076
2014-01-16,57.3,28.5,40.2,0.0,4.6,18.3,0.074
2014-01-17,54.7,34.6,41.8,0.0,2.9,10.7,0.063
2014-01-18,53.5,34.6,40.9,0.0,2.2,8.7,0.060
2014-01-19,51.2,30.1,38.9,0.0,2.8,9.8,0.060
2014-01-20,50.7,30.1,37.4,0.0,2.7,11.0,0.061
2014-01-21,50.3,29.5,37.4,0.0,3.2,11.2,0.062
2014-01-22,53.7,28.9,39.3,0.0,4.6,19.0,0.071
2014-01-23,47.7,25.5,35.3,0.0,9.1,33.3,0.077
2014-01-24,49.9,25.1,36.0,0.0,7.4,27.1,0.070
