latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
41.23023,-120.68768,1879.0,-28800,America/Los_Angeles,GMT-8

time,temperature_2m_max (°F),temperature_2m_min (°F),temperature_2m_mean (°F),precipitation_hours (h),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),et0_fao_evapotranspiration (inch)
2014-01-01,47.3,21.8,32.4,0.0,6.7,16.1,0.055
2014-01-02,48.2,23.9,33.3,0.0,6.1,10.3,0.049
2014-01-03,46.3,25.4,33.8,0.0,7.9,19.5,0.049
2014-01-04,40.4,18.4,27.4,0.0,5.8,14.5,0.047
2014-01-05,43.4,18.9,28.4,0.0,9.6,21.7,0.068
2014-01-06,43.7,26.3,31.7,1.0,7.8,17.0,0.060
2014-01-07,43.5,24.3,31.5,0.0,6.6,17.9,0.047
2014-01-08,39.8,26.1,31.3,1.0,7.1,18.1,0.033
2014-01-09,33.1,27.4,30.2,0.0,11.2,24.6,0.019
2014-01-10,43.2,25.2,33.0,0.0,6.2,17.9,0.035
2014-01-11,36.7,24.9,32.0,12.0,16.8,46.5,0.025
2014-01-12,34.5,22.0,27.4,0.0,10.1,23.7,0.031
2014-01-13,44.8,21.3,30.4,0.0,4.8,12.3,0.047
2014-01-14,50.0,21.8,32.5,0.0,5.3,10.1,0.058
2014-01-15,50.9,21.0,32.1,0.0,5.1,9.2,0.063
2014-01-16,51.3,20.0,32.4,0.0,6.9,14.1,0.077
2014-01-17,50.8,26.7,34.8,0.0,7.7,15.7,0.083
2014-01-18,51.2,26.3,34.8,0.0,8.1,17.2,0.083
2014-01-19,49.7,26.8,34.9,0.0,6.7,12.1,0.064
2014-01-20,49.7,21.0,32.8,0.0,7.7,17.2,0.075
2014-01-21,49.7,26.1,35.2,0.0,7.4,13.9,0.070
2014-01-22,45.8,24.1,33.6,0.0,8.8,21.9,0.067
2014-01-23,43.5,21.5,30.0,0.0,13.9,32.2,0.065
2014-01-24,47.0,26.8,35.0,0.0,14.6,33.6,0.085
2014-01-25,51.5,27.1,36.2,0.0,6.7,13.0,0.075
2014-01-26,51.8,24.5,36.4,0.0,5.1,9.8,0.070
2014-01-27,46.9,30.5,36.9,0.0,4.3,12.8,0.049
2014-01-28,45.3,29.8,37.4,4.0,5.4,14.8,0.044
2014-01-29,40.8,29.2,37.1,8.0,12.8,34.0,0.010
2014-01-30,36.4,25.6,29.2,6.0,7.5,17.7,0.039
2014-01-31,30.2,19.1,23.8,0.0,9.3,22.4,0.042
2014-02-01,34.5,17.5,25.0,0.0,7.6,19.0,0.057
2014-02-02,35.7,20.0,25.8,0.0,7.0,18.8,0.059
2014-02-03,30.8,18.9,23.2,1.0,10.4,25.7,0.043
2014-02-04,30.8,17.0,22.8,0.0,7.7,18.6,0.048
2014-02-05,34.7,17.8,24.9,0.0,10.6,25.3,0.054
2014-02-06,34.2,18.9,26.6,12.0,10.4,24.8,0.034
2014-02-07,32.5,27.4,29.5,22.0,16.6,40.3,0.028
2014-02-08,36.9,32.5,34.4,9.0,15.4,39.6,0.015
2014-02-09,39.8,30.5,35.0,18.0,6.6,27.3,0.024
2014-02-10,35.6,24.0,30.0,4.0,4.3,11.4,0.053
2014-02-11,37.2,16.7,28.3,0.0,5.1,15.2,0.049
2014-02-12,43.0,32.0,36.4,7.0,10.4,30.4,0.056
2014-02-13,43.0,33.9,37.9,17.0,9.6,22.4,0.034
2014-02-14,47.5,37.6,41.7,1.0,13.3,34.0,0.047
2014-02-15,51.0,33.7,40.5,4.0,19.6,44.3,0.079
2014-02-16,38.9,23.7,31.3,5.0,12.1,35.8,0.060
2014-02-17,43.4,26.9,33.5,0.0,13.4,30.6,0.076
2014-02-18,47.0,26.0,35.9,0.0,13.6,29.3,0.077
2014-02-19,35.3,21.9,27.6,6.0,13.7,36.5,0.056
2014-02-20,41.6,19.7,29.8,0.0,6.3,14.8,0.072
2014-02-21,41.5,21.7,31.4,0.0,5.4,12.8,0.067
2014-02-22,45.2,21.0,32.6,0.0,6.4,13.6,0.082
2014-02-23,49.7,23.5,35.0,0.0,7.4,18.6,0.090
2014-02-24,54.1,27.4,39.8,0.0,3.3,11.9,0.091
2014-02-25,54.9,27.4,40.5,0.0,8.8,21.0,0.100
2014-02-26,46.4,30.3,37.0,11.0,12.5,36.0,0.046
2014-02-27,39.7,29.4,33.8,12.0,13.6,36.5,0.040
2014-02-28,43.2,26.6,33.5,9.0,17.8,37.1,0.045
2014-03-01,41.5,29.2,34.2,8.0,8.3,18.6,0.057
2014-03-02,40.7,33.0,36.0,9.0,15.5,33.8,0.036
2014-03-03,42.0,31.9,36.5,18.0,11.5,28.2,0.038
2014-03-04,46.4,31.2,37.1,6.0,6.5,14.1,0.070
2014-03-05,48.1,32.5,39.1,6.0,13.8,47.2,0.058
2014-03-06,41.4,28.8,35.1,12.0,14.9,43.2,0.054
2014-03-07,47.2,26.7,35.4,0.0,6.8,16.8,0.094
2014-03-08,53.6,30.6,41.4,0.0,10.0,25.9,0.104
2014-03-09,46.4,35.3,40.1,19.0,11.4,28.0,0.033
2014-03-10,37.1,24.5,32.5,15.0,13.9,31.3,0.053
2014-03-11,39.2,19.3,28.5,0.0,13.2,31.5,0.086
2014-03-12,48.3,21.6,33.6,0.0,9.6,23.0,0.108
2014-03-13,52.0,22.6,37.3,0.0,7.9,18.8,0.116
2014-03-14,48.8,29.0,38.9,0.0,11.7,28.6,0.098
2014-03-15,56.5,23.7,40.2,0.0,7.5,18.8,0.125
2014-03-16,58.4,31.5,44.2,0.0,14.5,31.8,0.145
2014-03-17,39.2,25.4,32.2,4.0,15.6,36.5,0.092
2014-03-18,42.8,19.5,30.8,0.0,8.6,21.7,0.102
2014-03-19,51.8,25.4,38.0,0.0,8.1,19.7,0.131
2014-03-20,50.4,28.3,39.5,0.0,7.0,18.6,0.124
2014-03-21,51.4,23.0,36.5,0.0,10.5,24.6,0.124
2014-03-22,50.0,21.0,35.7,0.0,8.5,21.5,0.128
2014-03-23,54.0,26.2,40.6,0.0,5.9,16.3,0.139
2014-03-24,59.0,25.6,42.5,0.0,8.6,21.3,0.158
2014-03-25,43.2,28.8,34.9,11.0,13.9,30.0,0.069
2014-03-26,38.0,26.2,30.3,24.0,9.9,33.3,0.059
2014-03-27,34.7,24.9,29.6,12.0,14.5,30.0,0.064
2014-03-28,40.2,30.3,34.9,8.0,14.6,32.0,0.051
2014-03-29,33.9,26.6,31.3,24.0,8.6,31.8,0.040
2014-03-30,33.9,22.3,27.7,9.0,8.7,17.4,0.080
2014-03-31,31.3,23.8,27.4,12.0,11.8,30.9,0.056
2014-04-01,31.2,20.9,25.4,10.0,7.6,25.1,0.071
2014-04-02,37.2,19.0,27.3,2.0,7.8,21.0,0.083
2014-04-03,36.4,12.7,26.2,0.0,7.1,17.2,0.082
2014-04-04,36.6,19.4,28.8,6.0,6.5,19.9,0.087
2014-04-05,41.0,19.7,32.4,0.0,8.0,14.1,0.094
2014-04-06,49.8,32.4,38.9,0.0,8.4,20.4,0.104
2014-04-07,60.1,24.6,43.7,0.0,9.5,22.4,0.153
2014-04-08,61.7,31.1,47.2,0.0,9.6,20.8,0.162
2014-04-09,60.3,33.8,47.5,0.0,10.7,26.2,0.164
2014-04-10,62.6,33.1,49.6,0.0,6.3,16.1,0.172
2014-04-11,64.4,36.0,51.5,0.0,6.2,16.3,0.178
2014-04-12,63.1,40.5,50.7,0.0,14.7,33.1,0.195
2014-04-13,55.1,27.7,42.7,0.0,7.3,19.5,0.163
2014-04-14,62.9,32.0,47.7,0.0,10.8,24.2,0.192
2014-04-15,56.8,41.2,47.6,0.0,11.5,27.1,0.164
2014-04-16,57.2,31.6,45.3,0.0,7.9,21.0,0.160
2014-04-17,62.2,32.6,47.0,10.0,15.2,34.7,0.161
2014-04-18,59.5,31.6,45.4,3.0,5.8,18.3,0.166
2014-04-19,59.4,32.6,46.2,0.0,15.6,35.3,0.180
2014-04-20,60.5,31.1,46.0,0.0,5.1,11.6,0.168
2014-04-21,58.1,37.6,48.1,0.0,16.6,34.0,0.176
2014-04-22,40.7,28.9,34.6,14.0,13.5,30.4,0.089
2014-04-23,48.9,21.9,37.0,0.0,11.4,28.9,0.129
2014-04-24,49.2,33.1,40.6,13.0,17.3,40.0,0.117
2014-04-25,36.6,27.0,32.1,22.0,8.1,26.2,0.061
2014-04-26,40.8,22.0,32.1,0.0,13.9,31.5,0.106
2014-04-27,41.8,27.8,34.2,10.0,15.6,35.1,0.093
2014-04-28,50.6,25.7,38.1,0.0,5.4,13.2,0.154
2014-04-29,59.6,28.7,45.8,0.0,10.4,24.8,0.188
2014-04-30,65.7,34.9,51.2,0.0,16.7,37.8,0.235
2014-05-01,71.3,40.9,56.2,0.0,10.2,24.2,0.246
2014-05-02,70.4,38.0,56.0,0.0,13.0,29.5,0.228
2014-05-03,61.7,38.1,50.3,0.0,14.9,34.7,0.208
2014-05-04,54.4,35.8,45.6,2.0,17.9,38.9,0.161
2014-05-05,46.4,32.7,38.9,24.0,10.7,25.7,0.102
2014-05-06,50.6,28.1,39.6,2.0,13.5,31.5,0.133
2014-05-07,54.6,27.9,42.4,0.0,8.6,22.8,0.165
2014-05-08,50.0,34.3,42.7,7.0,15.6,36.2,0.089
2014-05-09,49.8,34.5,41.1,10.0,16.2,38.0,0.130
2014-05-10,43.6,26.3,35.6,6.0,14.2,34.0,0.118
2014-05-11,54.8,23.9,41.0,0.0,8.3,19.0,0.178
2014-05-12,61.2,28.9,47.3,0.0,6.8,17.9,0.191
2014-05-13,67.7,37.7,53.8,0.0,10.2,24.6,0.227
2014-05-14,73.1,38.1,58.1,0.0,7.1,19.5,0.233
2014-05-15,75.3,42.7,60.5,0.0,12.5,28.9,0.245
2014-05-16,70.9,41.5,57.8,0.0,13.7,32.9,0.252
2014-05-17,66.9,41.1,55.6,0.0,14.8,34.2,0.236
2014-05-18,53.8,40.5,46.6,2.0,14.5,33.1,0.164
2014-05-19,53.0,32.7,42.6,11.0,8.0,22.8,0.114
2014-05-20,59.3,33.0,46.6,0.0,15.3,33.8,0.155
2014-05-21,61.4,36.5,50.9,4.0,14.0,29.5,0.194
2014-05-22,68.6,36.3,55.0,0.0,9.3,23.7,0.206
2014-05-23,71.9,42.7,56.6,0.0,15.8,34.4,0.203
2014-05-24,70.8,43.5,58.0,0.0,9.5,23.9,0.233
2014-05-25,75.8,46.9,62.1,0.0,11.5,27.3,0.253
2014-05-26,72.4,42.7,58.8,0.0,12.4,28.6,0.251
2014-05-27,67.7,42.2,56.6,0.0,16.0,34.7,0.259
2014-05-28,56.0,35.3,45.9,0.0,11.4,27.5,0.199
2014-05-29,65.6,32.2,51.2,0.0,11.6,28.0,0.237
2014-05-30,69.4,41.2,55.9,0.0,10.6,26.4,0.234
2014-05-31,70.1,45.8,57.7,0.0,12.1,27.5,0.260
2014-06-01,73.2,41.4,60.3,0.0,8.9,21.7,0.252
2014-06-02,73.1,48.4,61.2,0.0,13.2,30.2,0.252
2014-06-03,72.1,48.1,59.8,0.0,11.3,25.3,0.252
2014-06-04,75.6,43.3,61.7,0.0,7.5,17.0,0.258
2014-06-05,78.8,48.8,64.9,0.0,9.0,22.1,0.274
2014-06-06,77.5,47.3,64.3,0.0,10.1,22.1,0.279
2014-06-07,77.0,46.5,64.1,0.0,12.0,25.5,0.278
2014-06-08,78.2,46.4,64.9,0.0,6.6,19.9,0.271
2014-06-09,82.0,52.2,67.8,0.0,9.4,23.3,0.282
2014-06-10,76.7,51.5,65.1,0.0,11.7,25.3,0.285
2014-06-11,80.1,46.8,65.6,0.0,13.9,31.8,0.300
2014-06-12,69.8,48.4,60.3,0.0,17.8,40.3,0.278
2014-06-13,60.1,38.1,49.6,1.0,13.6,30.6,0.213
2014-06-14,67.0,37.1,53.2,0.0,8.9,24.6,0.213
2014-06-15,67.9,42.8,55.7,0.0,14.1,33.3,0.247
2014-06-16,59.8,39.4,48.8,0.0,17.7,40.9,0.201
2014-06-17,58.1,32.8,46.2,1.0,13.0,29.5,0.195
2014-06-18,70.1,37.8,55.2,0.0,7.1,19.7,0.239
2014-06-19,76.7,45.4,63.3,0.0,13.2,28.4,0.279
2014-06-20,74.4,51.1,63.0,0.0,13.5,30.9,0.280
2014-06-21,74.6,44.3,61.9,0.0,13.0,31.1,0.271
2014-06-22,77.7,48.3,64.0,0.0,7.5,21.0,0.259
2014-06-23,79.4,52.9,66.1,0.0,11.2,26.4,0.286
2014-06-24,73.8,49.5,62.9,0.0,8.9,19.9,0.229
2014-06-25,70.2,49.7,58.6,4.0,15.2,31.8,0.173
2014-06-26,58.5,45.8,52.1,13.0,13.5,29.1,0.118
2014-06-27,66.8,47.8,56.9,0.0,12.8,29.1,0.199
2014-06-28,74.8,47.3,61.5,0.0,10.8,27.5,0.253
2014-06-29,77.7,47.0,64.1,0.0,9.1,19.7,0.271
2014-06-30,85.8,47.5,69.8,0.0,7.4,19.7,0.276
2014-07-01,89.8,55.1,74.4,0.0,9.3,22.6,0.315
2014-07-02,84.8,56.2,72.3,0.0,12.1,25.3,0.292
2014-07-03,84.4,59.6,71.7,0.0,11.1,25.9,0.278
2014-07-04,83.8,52.9,70.7,0.0,12.8,30.4,0.312
