latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.52724,-121.14406,1851.0,-28800,America/Los_Angeles,GMT-8

time,temperature_2m_max (°F),temperature_2m_min (°F),temperature_2m_mean (°F),precipitation_hours (h),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),et0_fao_evapotranspiration (inch)
2014-01-01,49.4,28.7,35.9,0.0,4.5,15.0,0.051
2014-01-02,51.8,27.9,35.9,0.0,4.0,9.8,0.050
2014-01-03,50.8,31.0,39.6,0.0,5.8,17.4,0.053
2014-01-04,43.8,26.4,33.1,0.0,9.1,27.5,0.064
2014-01-05,43.3,27.1,31.5,0.0,7.5,23.3,0.073
2014-01-06,45.4,26.3,32.0,1.0,4.9,15.2,0.048
2014-01-07,44.4,26.2,32.5,0.0,7.8,23.5,0.045
2014-01-08,41.3,27.5,31.8,1.0,7.3,22.8,0.036
2014-01-09,37.0,29.2,31.6,1.0,7.8,23.7,0.025
2014-01-10,47.3,28.0,34.9,0.0,5.4,18.6,0.042
2014-01-11,35.4,24.4,32.3,12.0,15.1,46.8,0.015
2014-01-12,37.1,21.0,27.2,0.0,7.0,17.9,0.038
2014-01-13,50.9,21.9,33.5,0.0,6.3,16.8,0.060
2014-01-14,53.9,28.3,36.8,0.0,4.9,14.1,0.070
2014-01-15,53.9,28.7,36.8,0.0,5.4,17.7,0.073
2014-01-16,51.8,28.1,35.9,0.0,6.3,19.9,0.074
2014-01-17,52.7,28.1,36.5,0.0,5.2,14.5,0.067
2014-01-18,53.1,26.8,35.7,0.0,4.7,15.2,0.063
2014-01-19,50.9,27.5,35.4,0.0,3.5,13.4,0.054
2014-01-20,51.0,27.8,35.3,0.0,5.2,15.2,0.064
2014-01-21,51.5,26.3,35.7,0.0,3.1,10.5,0.059
2014-01-22,50.0,29.8,38.0,0.0,5.9,16.6,0.071
2014-01-23,41.7,28.1,32.9,0.0,14.1,39.1,0.071
2014-01-24,47.1,30.4,35.9,0.0,10.4,30.4,0.070
2014-01-25,52.8,28.1,37.5,0.0,5.6,14.8,0.069
2014-01-26,54.1,29.9,39.4,0.0,3.5,9.8,0.067
2014-01-27,50.8,33.2,39.1,0.0,2.9,10.5,0.043
2014-01-28,48.1,33.3,39.0,2.0,4.8,21.9,0.040
2014-01-29,42.9,30.6,37.8,10.0,11.4,32.2,0.008
2014-01-30,38.3,26.6,30.7,11.0,4.6,15.9,0.040
2014-01-31,30.2,18.1,24.3,1.0,6.7,18.6,0.045
2014-02-01,34.7,16.1,24.6,0.0,6.0,14.5,0.055
2014-02-02,35.8,12.4,23.9,0.0,8.0,22.4,0.048
2014-02-03,32.1,18.1,24.3,0.0,6.3,18.6,0.040
2014-02-04,34.5,14.7,23.8,0.0,5.2,15.4,0.052
2014-02-05,36.4,17.5,25.9,0.0,8.2,24.6,0.054
2014-02-06,32.0,24.2,27.8,22.0,10.3,29.3,0.022
2014-02-07,31.2,27.6,29.0,24.0,16.5,44.7,0.015
2014-02-08,36.8,31.4,34.5,24.0,14.5,41.2,0.010
2014-02-09,39.2,32.7,36.0,21.0,10.2,32.2,0.019
2014-02-10,41.9,27.9,33.7,7.0,4.7,16.8,0.061
2014-02-11,42.9,18.1,31.0,2.0,6.3,20.1,0.056
2014-02-12,45.1,31.6,36.7,2.0,13.4,36.2,0.066
2014-02-13,41.7,34.6,37.8,21.0,8.3,23.7,0.022
2014-02-14,45.3,36.1,40.7,0.0,13.4,34.2,0.035
2014-02-15,44.0,32.6,37.4,8.0,15.3,41.2,0.033
2014-02-16,38.1,23.3,31.1,6.0,13.3,35.3,0.057
