latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
39.824253,-120.7103,2013.0,-28800,America/Los_Angeles,GMT-8

time,temperature_2m_max (°F),temperature_2m_min (°F),temperature_2m_mean (°F),precipitation_hours (h),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),et0_fao_evapotranspiration (inch)
2014-01-01,48.8,25.5,32.8,0.0,6.0,16.6,0.057
2014-01-02,49.8,24.7,33.1,0.0,4.6,12.1,0.050
2014-01-03,51.3,25.5,35.1,0.0,4.7,15.4,0.051
2014-01-04,41.6,24.0,30.2,0.0,9.2,30.9,0.055
2014-01-05,43.0,22.6,29.0,0.0,8.1,24.4,0.065
2014-01-06,44.8,22.2,31.3,0.0,6.4,16.8,0.042
2014-01-07,43.0,25.9,32.4,0.0,8.2,25.9,0.047
2014-01-08,39.9,25.5,31.2,1.0,5.9,22.6,0.033
2014-01-09,38.2,26.1,30.0,0.0,8.3,26.8,0.030
2014-01-10,46.6,23.7,33.0,0.0,3.0,15.4,0.043
2014-01-11,32.6,28.3,30.4,15.0,13.6,38.3,0.011
2014-01-12,38.7,21.2,29.1,0.0,8.1,23.5,0.046
2014-01-13,49.6,25.4,33.0,0.0,6.4,23.7,0.063
2014-01-14,50.7,26.0,33.8,0.0,6.5,20.6,0.070
2014-01-15,50.0,25.9,33.5,0.0,6.9,22.6,0.073
2014-01-16,49.2,24.7,32.9,0.0,7.0,23.0,0.077
2014-01-17,52.0,25.1,34.1,0.0,6.8,17.4,0.069
2014-01-18,51.6,24.0,33.5,0.0,5.4,15.2,0.066
2014-01-19,50.8,23.7,33.9,0.0,5.1,18.1,0.060
2014-01-20,50.8,22.8,32.7,0.0,5.4,14.3,0.067
2014-01-21,50.7,22.3,32.8,0.0,4.7,12.8,0.063
2014-01-22,51.8,24.0,34.2,0.0,6.6,21.7,0.078
2014-01-23,41.1,26.6,32.2,0.0,13.8,42.3,0.078
2014-01-24,49.9,27.3,35.3,0.0,9.3,27.1,0.074
2014-01-25,50.0,25.5,34.3,0.0,5.6,17.4,0.070
2014-01-26,51.6,25.3,35.4,0.0,5.7,14.1,0.067
2014-01-27,49.3,25.7,35.4,0.0,3.4,9.6,0.045
2014-01-28,47.5,30.1,38.3,1.0,4.4,15.2,0.049
