latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.105446,-120.37814,1769.0,-28800,America/Los_Angeles,GMT-8

time,temperature_2m_max (°F),temperature_2m_min (°F),temperature_2m_mean (°F),precipitation_hours (h),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),et0_fao_evapotranspiration (inch)
2014-01-01,44.4,26.0,34.6,0.0,4.5,12.5,0.049
2014-01-02,42.8,25.3,33.2,0.0,4.3,9.6,0.043
2014-01-03,51.9,22.9,35.0,0.0,5.3,13.9,0.053
2014-01-04,36.8,25.2,30.4,0.0,5.3,15.7,0.043
2014-01-05,37.0,19.9,27.6,0.0,5.8,17.7,0.050
2014-01-06,38.3,21.8,28.4,2.0,6.3,15.2,0.039
2014-01-07,46.0,19.8,31.0,1.0,7.7,19.2,0.047
2014-01-08,42.0,24.7,31.1,2.0,5.7,18.3,0.033
2014-01-09,41.7,26.0,31.9,0.0,10.1,27.5,0.035
2014-01-10,47.5,24.3,33.5,0.0,4.3,18.1,0.041
2014-01-11,39.1,26.9,32.7,6.0,14.4,43.6,0.026
2014-01-12,38.2,23.7,30.6,0.0,7.1,23.9,0.042
2014-01-13,44.2,24.4,33.2,0.0,3.6,9.6,0.048
2014-01-14,45.0,26.4,34.3,0.0,3.8,11.2,0.053
2014-01-15,45.3,25.5,34.7,0.0,4.4,12.5,0.055
2014-01-16,43.1,24.8,33.2,0.0,4.5,14.8,0.057
2014-01-17,44.7,25.5,34.6,0.0,5.5,11.6,0.058
2014-01-18,45.3,25.3,34.8,0.0,4.7,12.8,0.059
2014-01-19,48.1,24.3,35.4,0.0,3.8,10.7,0.055
2014-01-20,45.0,27.8,34.9,0.0,4.7,13.4,0.062
2014-01-21,45.8,23.3,34.1,0.0,5.6,11.0,0.056
2014-01-22,49.3,23.7,35.5,0.0,6.4,14.1,0.065
2014-01-23,40.3,23.0,31.5,0.0,11.2,32.4,0.061
2014-01-24,45.6,26.7,35.6,0.0,8.1,24.4,0.067
2014-01-25,45.9,29.2,36.8,0.0,3.8,13.2,0.063
2014-01-26,49.2,27.1,37.4,0.0,3.4,9.4,0.063
2014-01-27,51.6,29.1,38.3,0.0,3.0,8.1,0.056
2014-01-28,49.9,29.7,39.0,0.0,4.7,13.9,0.051
2014-01-29,48.1,32.5,38.6,13.0,14.6,39.8,0.026
