latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.03515,-120.71327,2076.0,-28800,America/Los_Angeles,GMT-8

time,temperature_2m_max (°F),temperature_2m_min (°F),temperature_2m_mean (°F),precipitation_hours (h),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),et0_fao_evapotranspiration (inch)
2014-01-01,44.9,21.1,29.3,0.0,5.3,15.4,0.049
2014-01-02,45.6,21.2,29.6,0.0,5.2,11.2,0.045
2014-01-03,49.5,22.2,32.2,0.0,5.4,17.0,0.049
2014-01-04,37.8,20.4,26.4,0.0,10.3,32.4,0.048
2014-01-05,37.6,16.7,24.3,0.0,7.7,24.6,0.054
2014-01-06,40.1,18.2,27.0,0.0,5.6,14.1,0.038
2014-01-07,41.9,23.0,29.9,0.0,8.1,23.7,0.044
2014-01-08,38.3,22.7,28.6,0.0,6.7,23.3,0.032
2014-01-09,37.4,23.9,28.0,4.0,7.4,23.9,0.027
2014-01-10,44.2,21.7,30.5,0.0,4.6,18.3,0.041
2014-01-11,31.1,25.6,28.2,13.0,13.4,43.0,0.010
2014-01-12,36.4,18.5,26.4,0.0,6.7,22.1,0.041
2014-01-13,45.0,20.6,28.9,0.0,7.3,21.7,0.054
2014-01-14,46.5,20.7,29.6,0.0,6.3,17.7,0.058
2014-01-15,46.1,20.4,29.2,0.0,6.3,21.3,0.060
2014-01-16,44.8,18.2,28.1,0.0,6.9,22.6,0.063
2014-01-17,47.0,19.8,29.6,0.0,5.5,14.8,0.059
2014-01-18,47.1,20.3,29.9,0.0,5.5,15.9,0.057
2014-01-19,48.6,19.8,30.6,0.0,4.1,13.4,0.053
2014-01-20,47.5,19.9,29.7,0.0,5.7,14.8,0.060
2014-01-21,47.7,19.2,29.5,0.0,4.1,11.0,0.055
2014-01-22,48.4,20.2,30.9,0.0,6.2,18.8,0.066
2014-01-23,37.8,22.0,28.7,0.0,13.5,39.8,0.067
2014-01-24,45.8,23.5,32.0,0.0,8.7,28.6,0.065
2014-01-25,46.5,21.8,31.1,0.0,5.9,16.3,0.062
2014-01-26,49.5,22.0,32.7,0.0,4.7,10.3,0.063
2014-01-27,47.9,23.5,33.2,0.0,2.8,10.5,0.040
2014-01-28,45.9,26.9,35.5,2.0,4.6,18.3,0.042
2014-01-29,38.9,31.2,34.6,16.0,10.2,30.6,0.008
2014-01-30,36.5,25.1,29.2,11.0,3.6,16.6,0.039
2014-01-31,31.8,19.6,24.7,2.0,5.9,17.7,0.048
2014-02-01,34.2,16.8,23.3,0.0,5.6,15.9,0.055
2014-02-02,30.3,16.1,22.4,0.0,7.2,23.0,0.039
2014-02-03,31.2,16.3,22.8,0.0,5.4,19.2,0.039
2014-02-04,32.9,16.2,22.7,0.0,5.6,18.1,0.047
2014-02-05,34.0,16.1,23.3,0.0,8.1,26.4,0.048
2014-02-06,27.7,21.3,24.3,24.0,9.7,28.9,0.017
2014-02-07,27.7,24.5,26.0,24.0,14.3,41.8,0.013
2014-02-08,32.0,28.1,29.9,24.0,12.3,37.4,0.008
2014-02-09,33.6,30.6,32.0,23.0,9.7,37.4,0.015
2014-02-10,36.2,25.8,30.8,8.0,4.6,20.8,0.050
2014-02-11,40.8,15.7,28.4,0.0,6.8,20.4,0.054
2014-02-12,42.3,20.9,29.8,1.0,11.6,34.4,0.061
2014-02-13,40.8,25.3,32.9,21.0,8.1,22.8,0.020
2014-02-14,45.6,30.0,36.5,3.0,11.7,32.2,0.039
2014-02-15,44.2,28.6,34.8,9.0,13.3,39.6,0.032
2014-02-16,40.2,21.7,30.9,7.0,11.8,35.6,0.058
2014-02-17,42.0,21.5,29.7,0.0,9.2,25.9,0.071
2014-02-18,44.5,22.4,31.2,0.0,9.7,27.1,0.061
2014-02-19,40.5,22.5,30.8,6.0,8.4,26.4,0.069
2014-02-20,45.3,20.5,31.7,0.0,6.2,14.1,0.078
2014-02-21,46.5,21.9,32.8,0.0,5.3,12.3,0.073
2014-02-22,48.2,21.7,34.4,0.0,4.9,12.3,0.085
2014-02-23,49.1,23.5,35.6,0.0,7.2,20.6,0.089
2014-02-24,52.3,25.2,37.8,0.0,5.6,14.5,0.091
2014-02-25,52.5,23.7,37.6,0.0,7.7,22.8,0.093
2014-02-26,40.1,26.8,32.1,14.0,8.5,37.8,0.026
2014-02-27,31.7,26.4,29.2,19.0,12.5,36.5,0.021
2014-02-28,33.9,25.2,27.9,18.0,5.6,38.5,0.026
2014-03-01,35.8,25.0,29.6,15.0,8.4,24.2,0.043
2014-03-02,33.0,27.3,30.1,23.0,9.9,26.6,0.017
2014-03-03,35.2,28.1,31.1,22.0,9.2,29.1,0.022
2014-03-04,44.8,27.6,33.6,8.0,5.1,15.0,0.064
2014-03-05,45.1,25.3,34.9,11.0,11.7,43.0,0.049
2014-03-06,38.7,27.3,33.3,16.0,11.7,38.7,0.045
2014-03-07,45.9,21.0,32.0,0.0,6.5,19.5,0.088
2014-03-08,53.7,22.3,37.0,0.0,6.5,16.6,0.105
2014-03-09,47.5,31.9,38.3,23.0,9.4,32.0,0.050
2014-03-10,41.1,26.2,34.2,9.0,10.1,32.7,0.077
2014-03-11,37.6,21.1,29.4,0.0,14.6,43.0,0.092
2014-03-12,44.3,24.3,33.3,0.0,9.6,32.9,0.107
2014-03-13,53.2,21.3,37.3,0.0,6.1,16.1,0.120
2014-03-14,51.5,29.1,39.6,0.0,6.2,20.8,0.103
2014-03-15,57.5,23.6,40.6,0.0,5.0,14.3,0.121
2014-03-16,56.7,27.9,41.8,0.0,11.4,32.4,0.131
2014-03-17,43.2,27.9,34.8,1.0,8.5,26.2,0.103
2014-03-18,42.7,22.8,31.7,0.0,11.3,33.6,0.110
2014-03-19,50.1,21.6,35.7,0.0,6.3,19.5,0.115
2014-03-20,52.2,28.4,39.9,0.0,4.3,14.1,0.121
2014-03-21,50.5,25.3,37.9,0.0,7.8,23.7,0.114
2014-03-22,50.4,23.3,36.9,0.0,7.2,22.6,0.118
2014-03-23,54.0,26.8,40.8,0.0,4.3,13.0,0.129
2014-03-24,56.8,24.7,40.5,0.0,7.7,23.7,0.140
2014-03-25,42.5,25.8,32.5,14.0,13.0,37.6,0.057
2014-03-26,31.4,24.8,28.1,24.0,11.7,30.9,0.037
2014-03-27,32.8,24.6,28.0,24.0,10.1,30.6,0.050
2014-03-28,36.2,27.2,31.5,24.0,12.0,33.8,0.025
2014-03-29,32.3,24.9,28.8,24.0,11.6,32.4,0.016
2014-03-30,32.9,20.7,26.2,18.0,9.8,30.2,0.064
2014-03-31,29.7,21.6,25.0,14.0,11.2,34.7,0.041
2014-04-01,28.8,18.0,23.4,20.0,8.6,28.9,0.047
2014-04-02,35.3,14.1,25.6,2.0,4.9,15.9,0.081
2014-04-03,36.0,9.9,25.0,4.0,8.5,25.7,0.070
2014-04-04,34.9,18.7,27.1,17.0,5.4,23.3,0.067
2014-04-05,42.4,15.6,30.2,0.0,5.7,16.3,0.094
2014-04-06,44.3,14.5,31.5,0.0,6.2,18.8,0.112
2014-04-07,57.2,18.1,36.9,0.0,5.6,14.1,0.139
2014-04-08,58.5,22.3,41.5,0.0,8.2,22.6,0.149
2014-04-09,57.4,28.3,44.1,0.0,8.4,23.5,0.144
2014-04-10,61.8,25.9,45.5,0.0,5.7,17.9,0.164
2014-04-11,62.6,27.6,45.9,0.0,6.5,19.5,0.165
2014-04-12,59.3,32.2,46.6,1.0,9.0,26.6,0.151
2014-04-13,53.3,29.5,41.9,0.0,9.8,31.3,0.152
2014-04-14,60.6,25.7,43.4,0.0,7.7,24.2,0.169
2014-04-15,58.2,33.4,46.1,0.0,7.4,23.9,0.155
2014-04-16,59.8,30.1,47.1,0.0,5.8,18.8,0.158
2014-04-17,59.8,31.7,46.6,8.0,11.6,34.7,0.153
2014-04-18,58.1,33.3,45.8,3.0,7.9,23.7,0.146
2014-04-19,56.4,32.3,44.6,0.0,11.5,34.9,0.163
2014-04-20,60.1,28.0,45.7,0.0,5.8,18.1,0.164
2014-04-21,55.3,32.1,44.4,0.0,11.5,32.4,0.146
2014-04-22,37.6,26.5,33.3,12.0,11.8,31.1,0.089
2014-04-23,48.4,23.4,36.1,0.0,8.2,27.1,0.127
2014-04-24,48.7,26.1,38.4,10.0,12.7,38.9,0.118
2014-04-25,33.9,24.9,29.7,21.0,8.0,32.9,0.046
2014-04-26,38.8,21.8,29.9,1.0,10.8,31.8,0.098
2014-04-27,40.0,26.3,31.7,11.0,10.2,30.4,0.078
2014-04-28,53.2,23.1,38.5,0.0,5.1,16.6,0.147
2014-04-29,57.2,27.5,43.9,0.0,11.1,33.6,0.182
2014-04-30,63.9,35.2,49.6,0.0,11.0,33.1,0.207
2014-05-01,67.3,32.1,50.8,0.0,7.5,22.6,0.197
2014-05-02,64.8,32.3,50.5,0.0,9.9,30.4,0.198
2014-05-03,56.7,32.6,44.9,0.0,12.2,36.9,0.176
2014-05-04,52.1,29.7,41.4,2.0,13.0,38.7,0.136
2014-05-05,44.0,29.7,37.1,20.0,8.7,28.2,0.099
2014-05-06,48.6,26.1,37.6,4.0,9.7,29.5,0.124
2014-05-07,52.5,28.6,40.7,0.0,7.7,26.8,0.153
2014-05-08,47.9,31.4,39.6,7.0,12.8,35.1,0.078
2014-05-09,46.7,34.3,39.6,9.0,12.1,36.5,0.103
2014-05-10,42.4,30.7,36.7,5.0,10.4,30.4,0.120
2014-05-11,53.1,26.0,40.0,0.0,9.7,28.6,0.166
2014-05-12,60.1,27.5,45.7,0.0,7.6,25.3,0.180
2014-05-13,67.1,33.2,51.9,0.0,8.5,26.8,0.201
2014-05-14,71.7,35.5,55.3,0.0,6.5,20.8,0.222
2014-05-15,70.1,39.4,56.6,0.0,9.1,27.1,0.202
2014-05-16,67.1,41.5,54.3,0.0,9.9,30.4,0.220
2014-05-17,61.6,39.6,50.7,0.0,9.9,30.6,0.205
2014-05-18,50.5,36.0,43.5,0.0,10.9,32.4,0.145
2014-05-19,51.6,31.3,40.4,12.0,8.0,30.2,0.123
2014-05-20,48.3,29.3,38.1,6.0,7.9,28.2,0.086
2014-05-21,58.9,30.8,46.5,1.0,10.4,28.0,0.158
2014-05-22,62.3,33.8,50.2,0.0,10.1,31.1,0.188
2014-05-23,68.4,37.9,55.2,0.0,8.4,25.7,0.182
2014-05-24,69.9,39.5,56.3,0.0,6.3,20.4,0.213
2014-05-25,72.9,43.1,59.5,0.0,8.2,25.3,0.225
2014-05-26,68.2,43.4,56.7,0.0,9.4,29.3,0.225
2014-05-27,64.9,39.1,53.3,0.0,10.8,33.1,0.225
2014-05-28,58.8,34.6,48.2,0.0,7.1,23.9,0.205
2014-05-29,65.0,31.3,49.9,0.0,9.5,29.5,0.221
2014-05-30,62.3,40.8,52.2,0.0,8.6,26.6,0.203
2014-05-31,65.7,32.6,51.9,0.0,8.4,25.7,0.222
2014-06-01,70.1,36.4,55.7,0.0,7.0,23.0,0.230
2014-06-02,67.1,39.9,54.9,1.0,8.6,27.7,0.220
2014-06-03,68.1,38.2,55.2,0.0,7.9,23.9,0.223
2014-06-04,74.5,40.2,59.5,0.0,5.8,18.3,0.235
2014-06-05,77.8,42.8,62.5,0.0,8.8,24.6,0.255
2014-06-06,77.4,50.4,64.5,0.0,7.2,23.0,0.255
2014-06-07,78.5,44.6,64.4,0.0,7.3,20.1,0.258
2014-06-08,78.8,46.3,64.0,0.0,9.4,29.3,0.264
2014-06-09,80.1,45.9,65.2,0.0,7.5,24.6,0.261
2014-06-10,80.0,49.0,66.3,0.0,7.3,21.0,0.269
2014-06-11,76.3,47.7,63.1,0.0,10.2,30.4,0.267
2014-06-12,66.3,43.7,55.4,0.0,12.5,38.5,0.243
2014-06-13,62.2,39.8,52.0,0.0,9.0,28.0,0.221
2014-06-14,65.5,36.6,52.3,0.0,8.1,26.2,0.200
2014-06-15,64.8,41.4,53.6,0.0,10.7,32.0,0.223
2014-06-16,57.7,38.4,48.7,0.0,11.5,37.1,0.191
2014-06-17,60.0,33.8,47.8,3.0,7.6,25.7,0.199
2014-06-18,69.3,35.4,53.8,0.0,7.6,24.4,0.236
2014-06-19,73.3,38.6,57.9,0.0,9.1,27.7,0.243
2014-06-20,71.7,46.6,60.0,0.0,10.4,32.0,0.257
