latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
39.753952,-121.04312,1693.0,-28800,America/Los_Angeles,GMT-8

time,temperature_2m_max (°F),temperature_2m_min (°F),temperature_2m_mean (°F),precipitation_hours (h),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),et0_fao_evapotranspiration (inch)
2014-01-01,52.1,27.8,35.6,0.0,6.0,16.6,0.061
2014-01-02,52.8,27.3,36.0,0.0,4.6,12.1,0.052
2014-01-03,54.4,27.3,37.8,0.0,4.7,15.4,0.053
2014-01-04,44.7,26.4,33.0,0.0,9.2,30.9,0.060
2014-01-05,45.9,25.8,32.1,0.0,8.1,24.4,0.070
2014-01-06,46.9,25.5,34.5,0.0,6.4,16.8,0.045
2014-01-07,46.0,28.3,35.4,0.0,8.2,25.9,0.049
2014-01-08,43.0,27.9,34.3,1.0,5.9,22.6,0.035
2014-01-09,41.5,29.5,33.4,0.0,8.3,26.8,0.032
2014-01-10,49.7,27.0,36.0,0.0,3.0,15.4,0.044
2014-01-11,34.7,31.3,33.2,15.0,13.6,38.3,0.012
2014-01-12,42.4,24.4,32.4,0.0,8.1,23.5,0.049
2014-01-13,52.5,28.6,36.2,0.0,6.4,23.7,0.066
2014-01-14,53.7,28.8,36.7,0.0,6.5,20.6,0.074
2014-01-15,53.2,28.4,36.3,0.0,6.9,22.6,0.077
2014-01-16,52.1,27.1,35.6,0.0,7.0,23.0,0.082
2014-01-17,54.8,27.4,36.6,0.0,6.8,17.4,0.072
2014-01-18,54.7,26.8,36.3,0.0,5.4,15.2,0.069
2014-01-19,53.8,24.8,36.1,0.0,5.1,18.1,0.062
2014-01-20,54.1,25.1,35.3,0.0,5.4,14.3,0.070
2014-01-21,53.8,24.7,35.3,0.0,4.7,12.8,0.066
2014-01-22,55.4,26.6,37.3,0.0,6.6,21.7,0.082
2014-01-23,44.8,30.5,35.8,0.0,13.8,42.3,0.086
2014-01-24,53.9,30.5,38.9,0.0,9.3,27.1,0.079
2014-01-25,53.6,28.6,37.6,0.0,5.6,17.4,0.075
2014-01-26,55.0,27.9,38.3,0.0,5.7,14.1,0.070
2014-01-27,52.3,28.1,38.1,0.0,3.4,9.6,0.048
2014-01-28,50.5,32.5,41.3,1.0,4.4,15.2,0.052
2014-01-29,42.9,37.0,40.2,14.0,10.7,30.6,0.011
2014-01-30,41.8,30.1,34.3,18.0,5.2,14.1,0.042
2014-01-31,37.7,24.4,30.0,4.0,5.7,17.9,0.051
2014-02-01,38.9,23.0,28.4,0.0,5.1,14.3,0.061
2014-02-02,33.7,22.5,27.5,4.0,4.4,16.3,0.035
2014-02-03,34.3,22.1,27.5,4.0,7.4,24.2,0.041
2014-02-04,36.6,22.1,27.5,0.0,6.3,17.4,0.049
2014-02-05,37.7,22.5,28.6,0.0,8.4,26.6,0.053
2014-02-06,31.0,26.8,28.7,24.0,8.9,29.1,0.018
2014-02-07,31.5,28.7,29.7,24.0,17.5,48.1,0.012
2014-02-08,37.1,32.1,34.7,24.0,12.3,42.1,0.010
2014-02-09,38.6,36.7,37.5,24.0,10.7,38.7,0.013
2014-02-10,41.8,27.9,36.3,11.0,4.3,28.4,0.046
2014-02-11,45.1,18.9,32.7,0.0,7.0,21.0,0.063
2014-02-12,46.0,28.4,35.7,0.0,11.2,35.8,0.069
2014-02-13,44.5,31.5,38.1,13.0,7.5,22.8,0.022
2014-02-14,49.8,35.4,41.7,0.0,10.9,36.5,0.050
2014-02-15,47.8,36.1,40.2,8.0,14.4,44.1,0.036
2014-02-16,44.3,27.5,36.0,6.0,12.9,41.6,0.064
2014-02-17,46.6,25.9,35.0,0.0,9.7,28.6,0.078
2014-02-18,48.9,26.2,35.9,0.0,9.1,27.1,0.062
2014-02-19,44.9,28.0,35.4,4.0,7.7,28.9,0.065
2014-02-20,51.2,27.0,37.1,0.0,5.6,16.8,0.088
2014-02-21,51.4,27.2,37.4,0.0,4.6,17.7,0.083
2014-02-22,53.8,27.4,39.1,0.0,4.5,12.3,0.092
2014-02-23,53.2,26.0,38.9,0.0,7.5,21.9,0.095
2014-02-24,56.5,28.5,40.8,0.0,5.4,14.5,0.098
2014-02-25,56.3,28.4,41.5,0.0,7.5,22.8,0.100
2014-02-26,42.9,31.9,36.7,13.0,8.1,42.1,0.027
2014-02-27,36.6,31.2,34.1,19.0,14.7,42.1,0.020
2014-02-28,38.2,29.7,32.3,19.0,6.5,38.0,0.026
2014-03-01,39.7,29.7,34.4,11.0,7.7,23.9,0.055
2014-03-02,37.5,33.0,35.2,20.0,10.8,29.3,0.019
2014-03-03,39.5,33.6,35.9,22.0,9.1,24.8,0.027
2014-03-04,51.4,33.1,39.7,8.0,3.8,16.8,0.075
2014-03-05,49.2,32.6,40.3,11.0,11.4,45.0,0.058
2014-03-06,43.1,32.8,38.1,13.0,13.1,43.2,0.049
2014-03-07,53.2,25.9,38.3,0.0,6.9,22.8,0.100
2014-03-08,58.3,29.8,43.0,0.0,7.3,21.0,0.114
2014-03-09,51.4,38.0,43.4,4.0,9.9,31.8,0.068
2014-03-10,45.9,32.7,39.7,13.0,11.5,34.7,0.071
2014-03-11,44.6,28.6,36.1,0.0,15.7,49.2,0.116
2014-03-12,50.7,30.8,39.5,0.0,13.0,42.1,0.129
2014-03-13,58.6,28.0,42.6,0.0,6.5,17.9,0.131
2014-03-14,56.5,31.2,43.4,1.0,6.8,22.1,0.112
2014-03-15,63.0,30.8,46.1,0.0,5.9,15.0,0.133
2014-03-16,60.3,32.4,46.2,0.0,11.3,33.1,0.139
2014-03-17,50.3,32.8,40.5,0.0,9.3,33.1,0.118
2014-03-18,50.1,30.9,38.8,0.0,11.7,35.6,0.137
2014-03-19,54.3,26.8,40.8,0.0,7.0,22.1,0.127
2014-03-20,56.2,29.6,42.9,0.0,5.1,17.4,0.126
2014-03-21,55.1,30.0,42.3,0.0,7.9,26.2,0.119
2014-03-22,56.0,29.5,42.0,0.0,6.7,22.1,0.129
2014-03-23,58.3,27.6,43.8,0.0,3.9,15.7,0.139
2014-03-24,60.4,30.2,45.4,0.0,7.4,24.4,0.151
2014-03-25,45.9,33.5,37.6,12.0,14.4,47.4,0.072
2014-03-26,33.7,29.5,31.7,24.0,12.2,36.0,0.031
2014-03-27,37.3,28.9,32.2,24.0,11.1,35.3,0.048
2014-03-28,38.8,32.3,35.5,24.0,12.6,38.9,0.037
2014-03-29,37.0,29.5,33.7,24.0,11.8,43.2,0.015
2014-03-30,37.4,25.4,30.6,21.0,10.0,31.3,0.069
2014-03-31,33.4,25.2,29.1,22.0,12.0,42.3,0.040
2014-04-01,33.1,23.6,27.5,21.0,8.4,29.8,0.046
2014-04-02,39.7,16.3,29.1,1.0,5.9,19.0,0.089
2014-04-03,39.2,17.2,29.6,4.0,7.8,25.5,0.077
2014-04-04,38.9,24.0,31.9,9.0,6.7,24.8,0.072
2014-04-05,46.0,21.1,34.5,0.0,4.5,15.0,0.108
2014-04-06,50.7,20.3,36.9,0.0,8.5,25.7,0.127
2014-04-07,60.1,29.0,42.6,0.0,7.1,15.2,0.146
2014-04-08,62.8,26.9,46.2,0.0,8.7,25.7,0.161
2014-04-09,61.1,34.6,48.8,0.0,9.7,30.2,0.152
2014-04-10,65.8,32.0,49.7,0.0,6.1,19.9,0.174
2014-04-11,66.4,32.7,49.8,0.0,7.7,22.8,0.165
2014-04-12,63.1,34.7,49.5,2.0,8.5,27.1,0.156
2014-04-13,60.1,37.4,48.0,0.0,10.8,34.7,0.179
2014-04-14,65.0,34.6,49.5,0.0,7.0,25.5,0.189
2014-04-15,62.1,36.5,50.1,0.0,8.5,27.1,0.167
2014-04-16,65.1,35.4,51.2,0.0,4.5,16.3,0.171
2014-04-17,63.6,37.6,51.1,1.0,11.1,34.9,0.170
2014-04-18,62.0,40.0,50.7,3.0,8.1,23.5,0.142
2014-04-19,59.5,36.9,49.1,0.0,11.9,37.1,0.175
2014-04-20,65.7,33.3,50.5,0.0,6.3,20.6,0.180
