latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
40.246044,-121.98033,391.0,-28800,America/Los_Angeles,GMT-8

time,temperature_2m_max (°F),temperature_2m_min (°F),temperature_2m_mean (°F),precipitation_hours (h),wind_speed_10m_max (mp/h),wind_gusts_10m_max (mp/h),et0_fao_evapotranspiration (inch)
2014-01-01,65.8,40.2,50.3,0.0,7.7,14.8,0.078
2014-01-02,63.9,38.0,48.2,0.0,6.6,12.3,0.062
2014-01-03,65.0,40.5,49.7,0.0,5.7,11.9,0.064
2014-01-04,63.4,36.9,47.3,0.0,8.6,17.9,0.095
2014-01-05,63.4,39.0,48.0,0.0,8.6,17.7,0.105
2014-01-06,57.1,39.5,46.4,0.0,8.0,16.3,0.068
2014-01-07,58.4,37.7,46.5,0.0,6.2,13.0,0.063
2014-01-08,55.9,34.4,44.9,0.0,6.1,13.4,0.053
2014-01-09,53.8,40.6,48.0,0.0,5.2,12.5,0.043
2014-01-10,58.7,34.4,45.8,0.0,5.2,11.2,0.050
2014-01-11,51.9,38.1,46.8,11.0,13.9,30.6,0.037
2014-01-12,54.4,31.6,42.1,0.0,11.0,23.9,0.062
2014-01-13,66.8,39.2,49.8,0.0,8.5,17.7,0.100
2014-01-14,70.9,41.1,52.8,0.0,9.0,19.2,0.125
2014-01-15,73.7,44.2,55.1,0.0,9.3,19.7,0.140
2014-01-16,72.4,42.6,54.5,0.0,9.3,19.2,0.136
2014-01-17,67.6,43.2,52.6,0.0,8.3,16.3,0.105
2014-01-18,67.9,40.0,51.7,0.0,7.4,15.7,0.096
2014-01-19,65.9,39.1,49.9,0.0,7.1,14.8,0.086
2014-01-20,67.0,35.5,48.5,0.0,7.3,16.3,0.096
2014-01-21,66.4,36.9,49.7,0.0,7.6,15.9,0.101
2014-01-22,70.3,41.2,53.0,0.0,8.9,22.4,0.136
2014-01-23,68.4,41.6,53.2,0.0,9.1,23.0,0.133
2014-01-24,69.6,43.1,54.0,0.0,8.6,17.9,0.110
2014-01-25,69.8,43.1,53.9,0.0,7.7,18.8,0.119
2014-01-26,67.5,39.4,52.5,0.0,6.3,13.9,0.098
2014-01-27,61.0,39.9,51.0,0.0,5.5,11.0,0.056
2014-01-28,60.5,47.1,53.8,0.0,3.7,10.7,0.046
2014-01-29,56.5,46.3,52.3,17.0,9.1,19.7,0.024
2014-01-30,56.2,39.2,47.9,0.0,6.2,19.2,0.063
2014-01-31,53.5,33.0,43.9,0.0,10.7,25.1,0.087
2014-02-01,53.3,30.6,41.3,0.0,7.5,16.1,0.085
2014-02-02,48.5,33.5,41.3,0.0,7.8,16.8,0.066
2014-02-03,50.4,27.8,38.6,0.0,5.4,16.1,0.059
2014-02-04,49.5,28.2,37.7,0.0,4.5,13.2,0.062
2014-02-05,50.8,28.6,39.6,0.0,6.7,15.9,0.070
2014-02-06,42.5,38.5,40.3,21.0,12.1,26.2,0.017
2014-02-07,45.0,41.8,43.4,23.0,21.9,46.8,0.017
2014-02-08,51.8,45.0,48.6,22.0,18.3,39.8,0.012
2014-02-09,54.2,50.9,52.3,21.0,14.0,35.8,0.018
2014-02-10,60.6,44.2,51.8,6.0,4.5,13.4,0.077
2014-02-11,58.6,38.3,48.8,1.0,4.9,12.3,0.066
2014-02-12,60.7,46.5,52.8,3.0,12.8,28.9,0.108
2014-02-13,58.1,50.8,53.7,15.0,6.6,14.8,0.031
2014-02-14,61.0,53.8,56.5,0.0,14.0,32.0,0.054
2014-02-15,57.1,49.6,53.9,8.0,20.8,41.8,0.050
2014-02-16,56.5,39.2,48.3,6.0,11.3,25.5,0.070
2014-02-17,58.9,36.4,46.9,0.0,4.8,13.4,0.089
2014-02-18,60.6,36.7,48.4,0.0,10.1,21.5,0.087
2014-02-19,56.2,39.3,48.7,0.0,8.7,21.9,0.099
2014-02-20,62.8,37.7,49.0,0.0,8.4,21.7,0.111
2014-02-21,63.9,40.1,50.9,0.0,9.2,22.8,0.112
2014-02-22,66.3,38.8,50.8,0.0,7.0,19.0,0.114
2014-02-23,66.4,37.4,51.7,0.0,6.0,12.3,0.113
2014-02-24,68.7,39.7,53.7,0.0,5.9,13.2,0.110
2014-02-25,70.2,38.4,54.4,0.0,7.0,17.4,0.123
2014-02-26,54.4,48.1,51.3,14.0,11.5,44.5,0.041
2014-02-27,53.0,46.6,49.7,14.0,17.7,39.8,0.034
2014-02-28,52.3,44.6,47.9,18.0,7.6,23.0,0.030
2014-03-01,56.7,46.1,50.5,10.0,11.4,25.7,0.064
2014-03-02,53.1,49.4,51.1,10.0,15.7,32.2,0.039
2014-03-03,50.9,48.1,49.4,20.0,16.1,32.2,0.024
2014-03-04,58.0,46.0,51.4,5.0,7.2,16.1,0.059
2014-03-05,59.6,45.3,53.2,15.0,18.0,40.7,0.052
2014-03-06,57.8,43.0,51.8,13.0,11.4,28.2,0.065
2014-03-07,65.3,37.9,50.5,0.0,8.8,20.1,0.125
2014-03-08,65.8,42.1,54.5,1.0,8.1,16.6,0.128
2014-03-09,56.2,51.6,53.7,21.0,10.0,21.3,0.035
2014-03-10,60.1,46.0,53.0,7.0,10.1,21.7,0.127
2014-03-11,65.2,40.9,51.1,0.0,10.5,25.5,0.151
2014-03-12,67.7,39.3,52.1,0.0,8.2,19.0,0.157
2014-03-13,69.2,39.1,54.3,0.0,7.4,16.6,0.148
